trackID, danceability, energy, loudness, speechiness, acousticness, instrumentalness, liveness, valence
7Mizu43PLu6IKHG1512Ht9, 0.536, 0.146, 0.9904687116028567, 0.0364, 0.926, 1.32e-06, 0.109, 0.138
1vYqyXbWSD1okZWIYSRURs, 0.527, 0.823, 0.9947246319251004, 0.172, 0.157, 0.525, 0.0762, 0.45
5EzL7hGT9g2Tvqsy158Lu9, 0.943, 0.641, 0.9951596785130954, 0.191, 0.0016, 0, 0.211, 0.242
6dHatCnuOb1TdBIeJTK3Y0, 0.692, 0.983, 0.9966182835301681, 0.29, 0.0417, 0, 0.21, 0.792
0EtvyFKJGy5UVcReXc5FOo, 0.626, 0.388, 0.9914347205620266, 0.0293, 0.3, 0.00242, 0.303, 0.317
3kb72STxc2959ZqsTwu52i, 0.634, 0.849, 0.9941477670005464, 0.105, 0.0438, 0, 0.363, 0.919
5WJ3Py8BuLkt0RaDrN8U2X, 0.479, 0.547, 0.9946389928329753, 0.355, 0.492, 0.00064, 0.556, 0.174
35Dh5MnCUPLN3XyAVtQff3, 0.725, 0.668, 0.9940032082130394, 0.055, 0.0932, 2.33e-06, 0.112, 0.566
19Z7HLXE1wQWD84atodCHK, 0.694, 0.65, 0.9937250524418174, 0.0766, 0.386, 2.46e-06, 0.104, 0.348
7tgSuQZIcBSv8H0fYEZ7K4, 0.177, 0.709, 0.9953104033152352, 0.0542, 0.034, 0.813, 0.628, 0.19
1LxTDTEM7t7g1aHKfHvlmO, 0.292, 0.113, 0.9841293634473961, 0.0403, 0.981, 0.887, 0.0871, 0.0308
0Of5lCNEqh62twRkQIOLuK, 0.897, 0.431, 0.9906132703903636, 0.0481, 0.00206, 0.0395, 0.0377, 0.857
57XDB9Db9zCeYG6i0htCdE, 0.249, 0.671, 0.9930968040619885, 0.0435, 0.163, 0.00322, 0.313, 0.422
3GCb1V1yb8Jg4zqB8MqaC8, 0.447, 0.53, 0.9955501927731853, 0.028, 0.217, 4.25e-05, 0.351, 0.0621
5K3XHLYc9uaDyx0YSLGmuL, 0.556, 0.573, 0.9894184337770358, 0.746, 0.647, 0, 0.864, 0.521
4mnetrP6ozVrc5lkM07WP3, 0.557, 0.671, 0.9940772003886353, 0.3, 0.0528, 0, 0.116, 0.602
7iQmjnDXYngWGsbjVnDc1U, 0.553, 0.429, 0.9904241792749516, 0.0283, 0.921, 0.135, 0.115, 0.532
1WiA6ics95lhncvzFIFFEC, 0.559, 0.832, 0.9954988093179103, 0.0762, 0.0254, 0, 0.413, 0.775
4mU5iXHeLgbR94siF7p1sY, 0.772, 0.504, 0.9933639980294184, 0.0761, 0.129, 0, 0.125, 0.244
2N9DSzHxPdD3g1eZi2s8Zk, 0.598, 0.163, 0.9866005650897549, 0.0434, 0.894, 0.0083, 0.12, 0.258
6MEDfjHxnVNcYmHe3mM6L2, 0.479, 0.558, 0.9948335648502833, 0.179, 0.227, 0, 0.0808, 0.8
4lRT9QREjmS8hQ0ETraMap, 0.755, 0.658, 0.9937510867258234, 0.383, 0.0747, 1.07e-06, 0.041, 0.592
3nXrCAE44KlevAkQB2XWcN, 0.514, 0.506, 0.9941340647458065, 0.28, 0.402, 2.56e-05, 0.191, 0.312
5XmetMMUFNXClbiYnGdVmP, 0.517, 0.529, 0.9908756685686346, 0.0323, 0.115, 0.00396, 0.174, 0.362
2AYEOC02WLhUiOoaig2SEH, 0.545, 0.968, 0.9965607340602602, 0.0853, 0.0387, 0.00325, 0.331, 0.527
05zWAuGGJ41h6rrN21WjKj, 0.465, 0.534, 0.9916560119760776, 0.0684, 0.62, 0.816, 0.0769, 0.393
0JpxgzK06pG2Lr7TKEAF37, 0.261, 0.289, 0.9894355615954608, 0.0399, 0.707, 0.905, 0.0952, 0.222
23OuUP45tTBGHAA1zVMFOL, 0.699, 0.657, 0.9939367522775503, 0.153, 0.242, 0, 0.0977, 0.429
65FXzJrck25F9vXrJaZZpU, 0.499, 0.444, 0.9916991740785086, 0.0483, 0.525, 7.54e-05, 0.27, 0.465
2iJCVsNZAHFVaJhlLeXW00, 0.219, 0.0724, 0.9861901825602919, 0.037, 0.964, 0.962, 0.116, 0.205
4QhWbupniDd44EDtnh2bFJ, 0.4, 0.65, 0.9948130114681732, 0.0466, 0.0118, 7.62e-05, 0.791, 0.15
4U5ovGD4My7MOISvUEtYaf, 0.885, 0.365, 0.9893300542339627, 0.263, 0.00112, 0, 0.264, 0.637
50ctyPDakS9NXRi4yXHaiS, 0.7, 0.492, 0.9900891591465586, 0.0891, 0.748, 2.24e-05, 0.913, 0.787
5nVGPIEjIx6gZnY67yC4xM, 0.58, 0.632, 0.9954837368376963, 0.0371, 0.0975, 0.8, 0.371, 0.877
3GzHrWdEcG7TmqgicE8T7Q, 0.619, 0.186, 0.9891944019120368, 0.0325, 0.974, 0.031, 0.106, 0.453
6y5CTUxwSD9yM8656nqOEV, 0.751, 0.473, 0.9911449178742756, 0.199, 0.216, 0.0774, 0.267, 0.868
3fm1SiPsRUGF1PcAdhFIN5, 0.583, 0.58, 0.9905440740039265, 0.0363, 0.525, 0.896, 0.103, 0.628
52g54SEkcjSN19ePiZvGzd, 0.796, 0.6, 0.9931002296256735, 0.341, 0.0449, 0, 0.0925, 0.526
485Fz6ioNh0EDtGM0wXMoS, 0.63, 0.317, 0.9918910056448687, 0.0259, 0.89, 0.343, 0.109, 0.256
4Ryc4jFz8whUhcxXPbFUon, 0.761, 0.463, 0.9918053665527435, 0.126, 0.608, 4.13e-06, 0.433, 0.636
34JL3n6rUwQbuDCYl43ozx, 0.527, 0.329, 0.9913853924449625, 0.593, 0.866, 0, 0.594, 0.688
2ajzBr7vwHTEBeqDzcsNRC, 0.712, 0.598, 0.9953172544426053, 0.0388, 0.0546, 0, 0.154, 0.504
3ZZ9k8YxyFMu3219caLjNY, 0.302, 0.588, 0.9920506369125897, 0.0429, 0.604, 0.000124, 0.526, 0.608
1TKTiKp3zbNgrBH2IwSwIx, 0.357, 0.302, 0.9890429919971597, 0.0303, 0.862, 0.559, 0.634, 0.135
7DvGSXC8FDqz2NZyEaIbEM, 0.614, 0.372, 0.9898637570560856, 0.0488, 0.904, 0.559, 0.119, 0.339
1eRBW1HcyM1zPlxO26cScZ, 0.759, 0.782, 0.9942162782742463, 0.0741, 0.000589, 0, 0.35, 0.507
5JnPM6eKhHJtkWfS6ymUMF, 0.591, 0.554, 0.9940936430943234, 0.0538, 0.162, 7.85e-05, 0.0437, 0.641
0EH7sgeiFqDa3eS7ieW2zs, 0.742, 0.879, 0.9960667677768832, 0.0328, 0.0696, 7.17e-06, 0.0981, 0.936
0GHqEsFXY4FLvySpq5Z5Zy, 0.661, 0.675, 0.9920191217266875, 0.0461, 0.0715, 0.0208, 0.522, 0.859
2J8wF6UQHofzgaJpYjhusn, 0.301, 0.535, 0.9923363289239184, 0.0776, 0.678, 0.00103, 0.406, 0.213
4dpEYOPcmHNfvERbiajp3G, 0.524, 0.532, 0.9948363053012315, 0.026, 0.0285, 7.86e-05, 0.242, 0.367
07MZXSRBs5DJxYZiRTFJe8, 0.613, 0.381, 0.9874158492467849, 0.0729, 0.625, 0.925, 0.124, 0.401
06wlFUDDfck4732GJz6LvZ, 0.658, 0.796, 0.9939744334780855, 0.0318, 0.0207, 0.744, 0.228, 0.961
6kZnfSLkoJ0UvCZCOjRiXu, 0.588, 0.455, 0.9891978274757218, 0.371, 0.842, 9.62e-05, 0.103, 0.493
3T4Kt51PV4k8tx6YCtBgcl, 0.146, 0.355, 0.9890039405711507, 0.0352, 0.865, 0.835, 0.114, 0.178
7or26qS3BfpTtWO3BFw5GE, 0.786, 0.846, 0.9964243966255972, 0.0391, 0.00144, 0.0172, 0.101, 0.695
2HSOplZKcSsrO4Wof9yWSp, 0.531, 0.67, 0.9942751979696284, 0.0741, 0.116, 0, 0.378, 0.808
2f9WOEkbisyUYDaoSFAOQg, 0.554, 0.688, 0.9926007824404006, 0.073, 0.392, 0, 0.302, 0.746
02mOJo27CcrUSh9DuO8d7y, 0.549, 0.548, 0.9904543242353797, 0.0311, 0.87, 0.764, 0.194, 0.853
7J2gyNghNTzl4EsLhXp01Q, 0.562, 0.579, 0.9943443943560655, 0.484, 0.274, 0, 0.102, 0.577
7qVnzohY8VAKFkiJIgStbk, 0.458, 0.126, 0.9882969042265667, 0.0546, 0.978, 0.000692, 0.0936, 0.3
0qI4YBPz7Xv3qUHNuxKLVs, 0.778, 0.375, 0.9882640188151909, 0.0699, 0.738, 0.00113, 0.115, 0.656
6ZwDU5LdRMVk1MTOG6jZJ6, 0.368, 0.853, 0.9967292717935623, 0.0381, 0.374, 0.0617, 0.524, 0.629
42lQlyLSQR3qLTu4FOMqHY, 0.135, 0.54, 0.9941251582802255, 0.0338, 2.56e-05, 0.0082, 0.114, 0.233
5aULAy3NUfelCYKub4mOS9, 0.6, 0.887, 0.9960181247725564, 0.311, 0.0438, 0, 0.68, 0.681
3udJxehBCZ27wRO9gSum4B, 0.58, 0.434, 0.9916587524270255, 0.0479, 0.00738, 0.000129, 0.105, 0.536
3bBmpVl9rQKJsFFGLFilIS, 0.622, 0.46, 0.9932475288641286, 0.0372, 0.14, 0.000369, 0.119, 0.514
4AE7Lj39VnSZNOmGH2iZaq, 0.874, 0.63, 0.9965388104526762, 0.298, 0.0578, 0.00479, 0.0582, 0.717
18GiV1BaXzPVYpp9rmOg0E, 0.38, 0.0993, 0.9849042259529429, 0.0509, 0.914, 2.32e-05, 0.0605, 0.44
0ntQJM78wzOLVeCUAW7Y45, 0.542, 0.905, 0.9951219973125602, 0.054, 0.00172, 0.0104, 0.136, 0.374
2DGOY2RcYWBHphi7eEq5hn, 0.467, 0.334, 0.9918176985820096, 0.0256, 0.221, 6.26e-06, 0.117, 0.432
6CTbvxcE6JlTM4cdHZry58, 0.625, 0.934, 0.9970293511723682, 0.0584, 0.000555, 0.0897, 0.111, 0.679
4SVYS3DYewBe0HBPAn4CnF, 0.761, 0.446, 0.9924301893688875, 0.0589, 0.633, 0.00274, 0.328, 0.489
0hbSQvosqCvCFaiSRPEUYP, 0.509, 0.952, 0.9959502986115932, 0.336, 0.144, 0, 0.135, 0.7
3KfbEIOC7YIv90FIfNSZpo, 0.688, 0.435, 0.9912127440352385, 0.0323, 0.449, 0, 0.113, 0.435
2I7CJZLo2nDqGuzZJA1XlZ, 0.758, 0.413, 0.9947205212486784, 0.0464, 0.321, 0, 0.117, 0.599
6PVx8IYQJdeLa2AIJnnFrj, 0.762, 0.468, 0.9935352762136684, 0.0464, 0.934, 0.102, 0.115, 0.347
4BZYq5y27t9l02IyLElK6V, 0.705, 0.659, 0.9936455793643254, 0.1, 0.727, 0.0732, 0.148, 0.584
5D6MWKHTbeCWYTHJMh4oAb, 0.815, 0.416, 0.9912730339560946, 0.0636, 0.67, 0.814, 0.0615, 0.929
1EOnpNmIQCEavEQR0bgYTv, 0.292, 0.408, 0.9926480552192535, 0.044, 0.544, 0.205, 0.898, 0.0672
5Mtt6tZSZA9cXTHGSGpyh0, 0.553, 0.852, 0.9961996796478614, 0.305, 0.00713, 0, 0.463, 0.27
1FgDXkEcfp49bSrNSM8jzS, 0.484, 0.545, 0.9913579879354826, 0.0493, 0.746, 0.464, 0.11, 0.23
500l6Cwe40hkPqS7Sf7ufY, 0.762, 0.705, 0.9954357789461064, 0.164, 0.0906, 0, 0.17, 0.264
5IOelxtYlt3RS52bXT5b9q, 0.512, 0.431, 0.9916327181430196, 0.03, 0.942, 0.124, 0.257, 0.342
2I3dW2dCBZAJGj5X21E53k, 0.841, 0.682, 0.9941943546666624, 0.0458, 0.113, 9.65e-05, 0.131, 0.338
2T5gsa0Yw7R8tyfwx15iXn, 0.83, 0.535, 0.9946033669706514, 0.067, 0.524, 0.873, 0.0966, 0.408
778lOI1N1ZwMjQajE4lALs, 0.362, 0.546, 0.9943998884877624, 0.0577, 0.131, 0.0134, 0.118, 0.226
0WAEGVylZjbe2mQ6Or6HxY, 0.381, 0.484, 0.9908708727794756, 0.0334, 0.861, 0.931, 0.129, 0.492
77b1h0GMCq4RESQKTmrN1q, 0.638, 0.568, 0.9920239175158466, 0.0476, 0.781, 1.82e-05, 0.108, 0.619
4a1iJMEvnMebiwsJuAVVIZ, 0.382, 0.0121, 0.9812758688977912, 0.0359, 0.972, 0.11, 0.108, 0.184
76tXUVsDuHHRrQJj4BayRN, 0.231, 0.129, 0.9906303982087886, 0.035, 0.938, 0.000149, 0.135, 0.0892
1BHDCyW8fq3NzA3JRjTKDJ, 0.804, 0.306, 0.9880509487539839, 0.0367, 0.726, 0.757, 0.105, 0.696
19GxZZECG7HLXPCxIa99zD, 0.726, 0.313, 0.9920115854865805, 0.329, 0.847, 7.77e-05, 0.0619, 0.583
6YhqGFXm3Zj4AAlH1V9gUx, 0.664, 0.613, 0.9941347498585434, 0.406, 0.147, 0, 0.147, 0.117
3c7N2fCFB4JVKGF8cWfteh, 0.6, 0.237, 0.9913134556075776, 0.0466, 0.521, 0.0466, 0.117, 0.325
2PpruBYCo4H7WOBJ7Q2EwM, 0.727, 0.974, 0.9974458997164642, 0.0664, 0.103, 0.000532, 0.174, 0.965
739Bsp5XHVSuPg6taQ2vGf, 0.393, 0.736, 0.9936997032705484, 0.0328, 0.519, 0.962, 0.129, 0.461
3WPLMf3yeJ2ivaGcKSTzYg, 0.644, 0.569, 0.9928899000154146, 0.0409, 0.607, 0.909, 0.219, 0.786
0IffIW3eyCx9aZ36IqOu5o, 0.34, 0.0837, 0.9907242586537576, 0.042, 0.985, 0.761, 0.0945, 0.119
1ntaQ5nSrrbJwEuwAAbHiY, 0.519, 0.724, 0.9939929315219844, 0.0303, 0.000559, 0.00037, 0.12, 0.467
3CUgMeKdZlHUyMIH5o6Ufd, 0.818, 0.894, 0.9962462673139773, 0.0451, 0.0836, 0.0439, 0.128, 0.941
2EQWbkcNoKPOXQtJM7nqRV, 0.416, 0.319, 0.9901090274159318, 0.0299, 0.861, 0.000554, 0.107, 0.28
4iYRa2btalAzPZoSYfROqF, 0.568, 0.619, 0.9942683468422584, 0.414, 0.138, 1.67e-06, 0.11, 0.293
3JICURjxOngSbii72KTn5S, 0.675, 0.385, 0.9914525334931885, 0.0994, 0.547, 0, 0.172, 0.232
3W4gT7guP33UIOrwu3t7Xu, 0.482, 0.619, 0.9958441061373583, 0.22, 0.173, 0.895, 0.453, 0.857
3iFYY09Z5yoNy1QnJBt4AR, 0.692, 0.546, 0.9939730632526115, 0.0262, 0.696, 0.415, 0.302, 0.483
2t4CYCM66LVsl7tuPKWz4v, 0.686, 0.553, 0.9895232560257967, 0.0387, 0.578, 0.000712, 0.111, 0.847
1TWNKyNQOBfNUkWWs7FooF, 0.635, 0.929, 0.9967642125431493, 0.146, 0.0854, 1.14e-06, 0.0822, 0.59
38we3lrq4NEsMQ8PaJeer4, 0.549, 0.363, 0.9931584642083184, 0.0282, 0.684, 0.0148, 0.373, 0.452
05GvhIvS56t5EBoG8YtyCK, 0.64, 0.428, 0.9947787558313234, 0.0749, 0.0454, 0.000449, 0.171, 0.17
6cVstYpU7fB0IKhJJmaqVe, 0.64, 0.452, 0.9903954045399976, 0.0633, 0.0504, 0.768, 0.0764, 0.971
7oMVBM1xAwavu697KyBQUY, 0.625, 0.418, 0.9917197274606186, 0.0607, 0.487, 0.00408, 0.105, 0.295
061rTXN3Rdlvk0x3GDGtQy, 0.617, 0.174, 0.9911147729138475, 0.0437, 0.973, 0, 0.0949, 0.566
6ze2V3aLwbwZhKYvoZEVwb, 0.285, 0.519, 0.9939244202482844, 0.0297, 0.45, 0.000313, 0.379, 0.614
712uvW1Vezq8WpQi38v2L9, 0.587, 0.698, 0.9928645508441455, 0.0943, 0.0152, 0, 0.442, 0.0985
5myEXQ584aQtQsBW7LEdwC, 0.532, 0.67, 0.9944026289387103, 0.145, 0.0878, 0, 0.121, 0.368
5x9z0YQjvbbldybpQoCRXI, 0.306, 0.906, 0.9944759360015694, 0.23, 0.00219, 0.706, 0.125, 0.721
5jafMI8FLibnjkYTZ33m0c, 0.418, 0.383, 0.9909229413474876, 0.0257, 0.0718, 0.0177, 0.0896, 0.352
2XwcKJW9Q0gaDIZzg0dKQt, 0.356, 0.611, 0.9950829458865513, 0.0289, 0.000183, 0.867, 0.127, 0.272
4JLcAU2xY90qTkTSNM1lUa, 0.433, 0.174, 0.986120986173855, 0.0537, 0.982, 0.101, 0.111, 0.366
6pd2i9cwn1FiYkHS0ofZar, 0.463, 0.493, 0.9932564353297094, 0.0238, 0.642, 0.000134, 0.432, 0.644
6l4TNbfPtNAOOlGIfceSaO, 0.762, 0.459, 0.9919334826345626, 0.0379, 0.111, 0.0219, 0.147, 0.749
7AalBKBoLDR4UmRYRJpdbj, 0.381, 0.341, 0.9882256525019187, 0.0414, 0.161, 0.0403, 0.448, 0.178
2OkRxxuaFvAFAkybzvzfMo, 0.583, 0.203, 0.9896657594750927, 0.0323, 0.899, 5.73e-06, 0.107, 0.32
08x6XzRZKp4y7BoXT7VZWN, 0.462, 0.374, 0.9918649713608626, 0.0369, 0.413, 0.21, 0.137, 0.436
3jkXw4Hglgnc3Oc9BD6zh4, 0.761, 0.413, 0.9890649156047436, 0.0476, 0.64, 0.108, 0.111, 0.558
10vkYRKw6Jjr7try1ir50G, 0.772, 0.397, 0.9931132467676764, 0.0391, 0.339, 0.00541, 0.0753, 0.617
7pKfPomDEeI4TPT6EOYjn9, 0.547, 0.257, 0.9905283164109756, 0.0252, 0.907, 0.183, 0.0935, 0.169
6VwBbL8CzPiC4QV66ay7oR, 0.658, 0.591, 0.9954344087206324, 0.0309, 0.00959, 5.27e-06, 0.325, 0.326
7GWRZLBR9kBlL7Q89dLOr7, 0.498, 0.55, 0.9937298482309764, 0.0363, 0.644, 0.969, 0.118, 0.725
6pipKDKECkNWRUHa2S4Wvt, 0.714, 0.582, 0.9937038139469705, 0.189, 0.706, 0, 0.102, 0.455
7nT514JbB8Ok6Fl4Xalf2W, 0.477, 0.615, 0.9945389663733735, 0.026, 0.482, 0.0308, 0.644, 0.472
7qfO0IGkZ1a2OnUOkMoR4D, 0.919, 0.467, 0.9936860010158085, 0.0909, 0.104, 0.12, 0.711, 0.522
39VxarnBZV8POFPXvnAD2U, 0.426, 0.732, 0.9950062132600073, 0.0325, 0.432, 0.292, 0.0887, 0.805
4Tc9PHEoeP17PQj3OOKXPu, 0.794, 0.792, 0.9942751979696284, 0.186, 0.22, 0, 0.0998, 0.546
19zPT36WogsfBd8HIaUnt4, 0.623, 0.761, 0.9948267137229133, 0.0312, 0.0223, 0.000246, 0.39, 0.456
6axfBoCzfU6y5ij6TTPP2q, 0.617, 0.534, 0.9948068454535404, 0.305, 0.0682, 1.44e-06, 0.112, 0.454
6MSR1feoxyvndpYL8ukq4g, 0.422, 0.262, 0.9904968012250737, 0.0309, 0.887, 0.794, 0.145, 0.201
1XjF9w929AAsXxoBNx9abU, 0.544, 0.682, 0.9934667649399685, 0.0377, 0.441, 0.0808, 0.124, 0.388
2q0VexHJirnUPnEOhr2DxK, 0.673, 0.463, 0.9940299276097825, 0.191, 0.681, 4.9e-06, 0.0907, 0.268
5Z6PEPnymrFdBz0graCMrU, 0.707, 0.286, 0.9882866275355118, 0.132, 0.615, 0, 0.116, 0.366
4ZmNfDu3R8P8KLlCMfQPuz, 0.323, 0.8, 0.9946369374947645, 0.16, 0.294, 0.00172, 0.196, 0.238
5G0P1LakwgvQ6kwhEOldsr, 0.943, 0.235, 0.9931975156343276, 0.173, 0.0503, 0, 0.159, 0.617
25aue9bcwAZ2ShBv9LY3Zj, 0.45, 0.933, 0.9964929078992972, 0.102, 0.00165, 1.06e-06, 0.168, 0.827
7DHrin6fl2RV6ND1k3MF9y, 0.356, 0.611, 0.9940491107664184, 0.0567, 0.594, 0, 0.119, 0.524
5E7p95xh9Ul4vZp4LEoJwi, 0.781, 0.613, 0.9951706403168873, 0.0524, 0.0399, 0.00713, 0.0976, 0.613
537CkzhsB2YHU4Yl26uPgQ, 0.532, 0.126, 0.9889669444833527, 0.0991, 0.896, 0, 0.546, 0.453
6h5RSqoai4xXxDbudJRvs1, 0.496, 0.402, 0.9924733514713185, 0.0284, 0.26, 0, 0.1, 0.412
7HAKDWZiN3nYppmO9pvd95, 0.451, 0.621, 0.9937880828136214, 0.398, 0.0329, 0, 0.156, 0.237
2HAGLGli9HjV6Ds9Jbam5J, 0.258, 0.492, 0.9902597522180717, 0.0487, 0.532, 0.507, 0.113, 0.257
2A4xTe1uOdRKKJUyilAqrF, 0.63, 0.321, 0.9885497108265199, 0.0923, 0.636, 0.000155, 0.104, 0.585
0WoAkdHmgPmEXfiBox1flk, 0.676, 0.664, 0.9959564646262263, 0.343, 0.0387, 0, 0.0475, 0.838
2Xl2dfsBQYaPP5I2viTVr9, 0.743, 0.676, 0.9919732191733086, 0.202, 0.25, 0, 0.141, 0.859
3nPy7iQUaAgZeCeAWpCMG5, 0.713, 0.286, 0.9896787766170957, 0.935, 0.835, 0, 0.668, 0.747
2ruY7BpsZRwr6UUzLeDSk1, 0.531, 0.648, 0.9937620485296155, 0.209, 0.712, 0.000191, 0.0973, 0.799
5YixskhSGNwmqjUrG0DTEY, 0.584, 0.703, 0.9940374638498894, 0.0837, 0.0211, 1.64e-06, 0.535, 0.65
7DVVuEwuBOx7fcUvYwqngv, 0.337, 0.0274, 0.9834839872491421, 0.0449, 0.902, 0.00115, 0.109, 0.616
4mD08TdVCPxyV4xnP5o7Wt, 0.444, 0.751, 0.9942724575186804, 0.0349, 0.06, 0.00201, 0.306, 0.491
6IRzBP4gVoV4D2zHmocoWy, 0.617, 0.78, 0.9959352261313792, 0.0376, 0.0141, 0.0112, 0.0833, 0.326
3t5PTyaUAASJe1fZibBKTm, 0.356, 0.468, 0.9931276341351534, 0.0326, 0.549, 1.3e-06, 0.124, 0.338
3f9Mzvd3URfbbIJBX4pz9Z, 0.884, 0.539, 0.9946177543381284, 0.208, 0.239, 0, 0.0805, 0.776
3IZtUfZq088ant9sQCEHTk, 0.638, 0.416, 0.9910106357778236, 0.0716, 0.0219, 0, 0.0924, 0.562
7pzXijdd8NNUGazWOHH52m, 0.736, 0.711, 0.9948212328210174, 0.061, 0.00912, 0, 0.128, 0.513
2cDCojn6uIBM6A5xTAbl3H, 0.487, 0.729, 0.9943258963121663, 0.271, 0.0538, 4.07e-06, 0.44, 0.217
1wrOwDaq3hnuramaAFvHwI, 0.364, 0.446, 0.9926233911607215, 0.0307, 0.0118, 0.395, 0.266, 0.237
5oHdgPdBoFiUomCwetv2JP, 0.596, 0.843, 0.9963682173811632, 0.121, 0.57, 0.301, 0.0822, 0.976
2rhkDqUHN8qheTE1vZf7T9, 0.213, 0.497, 0.9939086626553335, 0.037, 0.459, 5.86e-06, 0.0927, 0.153
48wp2fisv61D02Pz1UC8sH, 0.416, 0.228, 0.9904913203231775, 0.0359, 0.924, 0.0193, 0.108, 0.0995
2yUy5eFAFWAichjrySJWA2, 0.415, 0.674, 0.9934222326120634, 0.335, 0.131, 0, 0.202, 0.867
5Vj4eHzcf4SJNtOx2SxWxw, 0.389, 0.0773, 0.9838340798577492, 0.0392, 0.972, 0.92, 0.0772, 0.109
6TrZdWmmsJTLjkka3tBZwB, 0.347, 0.53, 0.9935489784684084, 0.0293, 0.522, 0, 0.298, 0.492
3ujuDsiyBLAXAB6dtNwpGu, 0.726, 0.759, 0.9940956984325344, 0.0614, 0.529, 0.00068, 0.15, 0.393
367pXH5eEqHPYvbee1VxrC, 0.37, 0.171, 0.9889751658361968, 0.0289, 0.9, 0.353, 0.105, 0.263
39CdOo5GPGSIdxWDvyyWkr, 0.409, 0.105, 0.986766362372109, 0.0484, 0.926, 0, 0.126, 0.239
1VGzxJnVQND7Cg5H5wGj14, 0.672, 0.588, 0.9924363553835205, 0.133, 0.619, 0.241, 0.0992, 0.204
0tWf84kCHbN14LJmiqg7Yg, 0.17, 0.16, 0.9889779062871448, 0.0335, 0.932, 2.21e-05, 0.105, 0.0669
3W3IOmKU0sWOpBpWSiCkyH, 0.346, 0.408, 0.9921472378085067, 0.0296, 0.398, 1.09e-05, 0.0435, 0.503
5Tta740wgBLoebIy8fWRWi, 0.304, 0.909, 0.9951644743022543, 0.381, 0.529, 0, 0.505, 0.415
4GHHloVSspowQJMBsJ6r37, 0.456, 0.186, 0.9884483141414439, 0.0371, 0.965, 0.00776, 0.143, 0.415
4x3lE3wPWKKQRRFREo8AMw, 0.401, 0.225, 0.9897411218761627, 0.0324, 0.864, 0.00601, 0.114, 0.431
3ilkAJ8KSl1Eu9Q9Q9KmuJ, 0.424, 0.9, 0.9959112471855843, 0.247, 0.0593, 0.0415, 0.481, 0.508
5BEFDBQzL16sC3DXRSd0b5, 0.593, 0.448, 0.9923260522328634, 0.0336, 0.751, 0, 0.106, 0.384
5HZDmlOkrOH3CkVPgvfQ9V, 0.838, 0.604, 0.9952658709873303, 0.0582, 0.0646, 0.0041, 0.0698, 0.79
3M2bD9SMYnJIPdrTKUnBd3, 0.407, 0.424, 0.9917443915191506, 0.0318, 0.0847, 0, 0.234, 0.404
5X2RisOZS9i5MsR8EVw58p, 0.703, 0.714, 0.9955919846501423, 0.0316, 0.0197, 1.65e-06, 0.0849, 0.62
3JWiDGQX2eTlFvKj3Yssj3, 0.799, 0.291, 0.9939573056596603, 0.0318, 0.873, 0.000641, 0.139, 0.406
7JS0R5winLV1bNZuUE4dxh, 0.541, 0.2, 0.9928857893389925, 0.0554, 0.863, 0, 0.106, 0.276
4teLlXfrxBgtHXhbJ1u523, 0.477, 0.737, 0.9942306656417234, 0.282, 0.854, 0.0814, 0.334, 0.55
0BeAL5sGX7mxLNDWUJ36Ci, 0.634, 0.529, 0.9921259993136595, 0.0284, 0.784, 0.000805, 0.0902, 0.451
4cbehXRvt6BWzrdjoHuAqZ, 0.516, 0.12, 0.984035503002427, 0.0393, 0.976, 0.2, 0.1, 0.2
5W1DiMUBM2vAcXhXieeVD6, 0.646, 0.648, 0.9931015998511474, 0.0372, 0.71, 0.00316, 0.108, 0.466
3RgRE5NAeSs72d0k4WTgZO, 0.478, 0.479, 0.9924233382415175, 0.0296, 0.774, 0.21, 0.108, 0.144
0tswESduesdu1i4Dt8Yqbr, 0.838, 0.249, 0.9895993035396037, 0.0719, 0.825, 0.000574, 0.0993, 0.741
79yf0zbMB74hJT8xjzixuX, 0.726, 0.694, 0.9934468966705954, 0.0281, 0.0646, 0, 0.0977, 0.843
669fZh7MR6mreYTIV3n8ff, 0.432, 0.215, 0.9892478407055226, 0.0354, 0.831, 0.00388, 0.104, 0.506
3kBofOTKMUZ62a311eUwvx, 0.662, 0.297, 0.9890436771098967, 0.0301, 0.888, 0.108, 0.119, 0.434
7cB33X4ZxjmkcKb9Dxngxh, 0.413, 0.56, 0.9943601519490164, 0.0725, 0.748, 0, 0.655, 0.264
3Hkmg8Ru3EdOC6Va4SFtRB, 0.646, 0.282, 0.9918190688074836, 0.0306, 0.945, 0.893, 0.124, 0.338
57eTgaHOhQZ0lENstGb6XS, 0.462, 0.43, 0.9911956162168136, 0.474, 0.874, 0, 0.527, 0.539
7B4l4LgXRIkEh9PChzdmOV, 0.357, 0.527, 0.9937798614607775, 0.0445, 0.303, 0.0124, 0.11, 0.138
0LtOwyZoSNZKJWHqjzADpW, 0.303, 0.9, 0.9973835544573971, 0.0574, 0.0277, 0.635, 0.11, 0.491
1AeqdOUul6h2wVmqCL9thP, 0.407, 0.399, 0.9904426773188507, 0.354, 0.457, 3.38e-05, 0.209, 0.538
1Xm9CQRcJbOgTCpKCpS9s5, 0.688, 0.634, 0.9918403073023305, 0.0929, 0.14, 0.000263, 0.253, 0.561
