trackID, danceability, energy, loudness, speechiness, acousticness, instrumentalness, liveness, valence
5Anh8jULgeUgciLHCR25Mk, 0.606, 0.226, 0.9917210976860926, 0.0347, 0.715, 0.0001, 0.35, 0.142
3ctALmweZBapfBdFiIVpji, 0.712, 0.5, 0.9908092126331456, 0.0338, 0.825, 0.314, 0.106, 0.682
3gaWozYU01iAGUwWrmZ2xV, 0.547, 0.469, 0.9944697699869364, 0.0307, 0.0353, 0.387, 0.114, 0.171
5xy3350chgFfFcdTET4xz3, 0.534, 0.663, 0.9951041843813982, 0.0395, 0.0106, 0.0184, 0.0708, 0.315
2cYZpcIV39X48RnOFM7w2V, 0.643, 0.717, 0.9956543299092092, 0.506, 0.184, 0, 0.152, 0.46
59PXP2z7IjnPay5IoVX4EG, 0.761, 0.0682, 0.9896959044355207, 0.0854, 0.769, 0.884, 0.0507, 0.613
65qWooYTj0dq5HzoV6P9Kt, 0.428, 0.374, 0.9888244410340568, 0.0447, 0.343, 0.000601, 0.124, 0.132
0pQskrTITgmCMyr85tb9qq, 0.486, 0.449, 0.9919396486491955, 0.0267, 0.166, 2.23e-06, 0.54, 0.549
7Gwi3AOnlyXkt6yJzU3BmM, 0.559, 0.286, 0.9909263669111726, 0.0366, 0.742, 0.00186, 0.125, 0.347
3JeDm203MFpRlzSFaoNEv2, 0.514, 0.346, 0.9855591937295151, 0.0346, 0.743, 0.912, 0.125, 0.503
0E2MfcHB1BGlcauIaq3o4Q, 0.473, 0.871, 0.9945752773484344, 0.0877, 0.4, 1.79e-05, 0.155, 0.238
4omv91NLJWDPRZcDITgPtt, 0.684, 0.464, 0.9915827049132185, 0.111, 0.802, 0.0445, 0.213, 0.291
7eUiUwZg189VQUWMXH8vnb, 0.467, 0.632, 0.9935044461405035, 0.0961, 0.0548, 0.0446, 0.747, 0.39
7oHkit3F3vimtsBbnZkU0G, 0.709, 0.751, 0.9963908261014842, 0.16, 0.472, 4.71e-06, 0.182, 0.37
4DMKwE2E2iYDKY01C335Uw, 0.482, 0.786, 0.9950658180681264, 0.032, 0.00321, 8.88e-05, 0.446, 0.793
45wc09gWR3WymUNOx9hT8z, 0.758, 0.722, 0.9954508514263202, 0.0409, 0.467, 0.573, 0.29, 0.862
5U9mObciLrrnJC0hE84SIu, 0.336, 0.272, 0.9898774593108257, 0.0335, 0.974, 0.916, 0.122, 0.447
3D4zLPbrGz85HfXMbZv7Y6, 0.83, 0.221, 0.9903762213833617, 0.0469, 0.159, 0.00737, 0.0862, 0.233
5DMatF7gcSJ6DwUKrgAbhx, 0.817, 0.441, 0.9913120853821035, 0.0417, 0.43, 0.0269, 0.123, 0.683
757WjJ59u2NZloiDZIMBvz, 0.321, 0.714, 0.9944499017175634, 0.0617, 0.164, 0.000415, 0.257, 0.611
0DyZx471Ab72xTOFE47q9h, 0.613, 0.651, 0.9921109268334455, 0.0513, 0.103, 0.000368, 0.101, 0.6
2dJ4rGtsOHOgvTQawsCRtg, 0.629, 0.578, 0.9957721692999734, 0.0428, 0.2, 0, 0.151, 0.211
3DarAbFujv6eYNliUTyqtz, 0.764, 0.705, 0.9966223942065903, 0.0284, 0.259, 8.92e-05, 0.12, 0.781
3CDVMejYHnB1SkEEx0T1N4, 0.635, 0.793, 0.9960263461254003, 0.0322, 0.000647, 0.747, 0.113, 0.281
0nNavzWSD6AUiQK2rLgbBx, 0.477, 0.267, 0.9930858422581965, 0.0301, 0.81, 0, 0.336, 0.667
2ESAoDR0NAUMzm81TEBuJE, 0.678, 0.711, 0.9928638657314085, 0.0759, 0.0165, 0, 0.0184, 0.91
0SYu7wDS7dJSnuyn5GEDpp, 0.84, 0.438, 0.9904741925047527, 0.117, 0.531, 0.207, 0.111, 0.699
5pTvKwGaCST2xNGMhOiho8, 0.483, 0.591, 0.9942662915040473, 0.043, 0.386, 0.00529, 0.123, 0.149
1E693vipJI9048NcJwizOw, 0.46, 0.253, 0.9870643864127039, 0.0364, 0.903, 0.00376, 0.103, 0.438
1z4UvK0V4Tz5a6NeuPiMp6, 0.874, 0.263, 0.9912161695989236, 0.0832, 0.639, 0.000358, 0.119, 0.698
17mXHt73LCLF252X533SEK, 0.831, 0.708, 0.9943389134541695, 0.352, 0.00882, 2.57e-05, 0.508, 0.864
6bGMai7fcmgBAS9AASU15T, 0.633, 0.016, 0.986497113066468, 0.0596, 0.994, 0.914, 0.103, 0.307
6eRHtYmAW05H13SURU7Hqf, 0.552, 0.476, 0.9938641303274284, 0.0337, 0.538, 0.000117, 0.094, 0.586
2niUiaoJDCzNldW0pV66zb, 0.699, 0.61, 0.9926179102588255, 0.0541, 0.511, 2.31e-06, 0.127, 0.846
6k2Ov4EedZGi7dRIexsYzZ, 0.572, 0.189, 0.9874343472906839, 0.0347, 0.831, 0.139, 0.0884, 0.343
6K4t31amVTZDgR3sKmwUJJ, 0.64, 0.74, 0.9961976243096503, 0.0284, 0.0115, 0.00678, 0.167, 0.785
4wuu0v0TsGf22iYAgIcKlb, 0.57, 0.616, 0.9950712989700223, 0.0266, 0.303, 0.000346, 0.118, 0.143
2q1LwxkM3q9L96cPrykyzd, 0.272, 0.26, 0.9893889739293448, 0.0335, 0.978, 0.000106, 0.328, 0.301
5Z3Rd1fMcaty8g5Pn7yhBQ, 0.621, 0.459, 0.9918601755717036, 0.104, 0.224, 0, 0.656, 0.648
4HXShgD3c3dq65CtAqoqzh, 0.399, 0.0298, 0.9839642512777791, 0.0421, 0.98, 0.00334, 0.105, 0.22
4IroNECciKcq3M2QtSTus7, 0.482, 0.788, 0.9946725633570883, 0.0425, 0.113, 0.00437, 0.344, 0.854
0oLQRGhq7ltPDF6ThfqQdc, 0.775, 0.308, 0.9903268932662977, 0.0905, 0.215, 1.43e-05, 0.104, 0.633
3WPJkf7kYvQftvzD66a58X, 0.615, 0.761, 0.9953241055699753, 0.041, 0.00517, 0.262, 0.191, 0.476
6mt7qEXUI6TywYLDRn4ZQJ, 0.669, 0.642, 0.9928261845308736, 0.0515, 0.00221, 0.834, 0.203, 0.838
2yXfIhpNg9v3qS8w3XykPV, 0.587, 0.41, 0.9935702169632554, 0.0255, 0.852, 0.609, 0.151, 0.507
4R5su0RMFPUeReN0xkWalx, 0.682, 0.375, 0.9906673942965867, 0.0431, 0.459, 0.0511, 0.109, 0.234
1IdZvb2XK8NmsovQlV6CPn, 0.657, 0.431, 0.9913579879354826, 0.541, 0.985, 0, 0.149, 0.935
4PgL6ZTooBppZGqldQu9Zu, 0.384, 0.0452, 0.9824528925799573, 0.0605, 0.99, 0.93, 0.677, 0.0642
3k17qb9k0tqLxdHJSNsphh, 0.46, 0.364, 0.9904769329557006, 0.0371, 0.93, 0.522, 0.114, 0.204
7zO8ybrYL35j35fFgUNUOr, 0.579, 0.627, 0.9929214152013164, 0.137, 0.744, 0.00029, 0.344, 0.646
09HY1durG6DXbP5lZyp1VZ, 0.173, 0.0508, 0.9816129443643953, 0.0432, 0.984, 0.902, 0.0772, 0.0294
7qcxGQNLJup67pQwTKsR8E, 0.637, 0.733, 0.9948486373304973, 0.296, 0.222, 0, 0.0428, 0.848
2VpTAWr2nIJ3SQzk7hmHJX, 0.585, 0.158, 0.9868965337921389, 0.0321, 0.9, 0.00216, 0.159, 0.263
5uuWDZStMaeGI6RoaXGct1, 0.71, 0.359, 0.9915100829630966, 0.0281, 0.754, 0.228, 0.0894, 0.434
26WNKAgxNfg1MkhpBrx8UV, 0.486, 0.791, 0.9955693759298212, 0.0601, 0.214, 0, 0.0849, 0.221
4KPr9Oan2RiTzaT2V5luNH, 0.562, 0.555, 0.9921643656269316, 0.0291, 0.384, 5.27e-05, 0.296, 0.48
6gpSU2C1VJq0xaVIGtQPVi, 0.535, 0.448, 0.9927145111547425, 0.0279, 0.00262, 1.94e-05, 0.115, 0.32
3KEh7kUTfPQ7oceOyadDFZ, 0.349, 0.14, 0.9891848103337186, 0.035, 0.957, 0.0765, 0.107, 0.27
2xLMifQCjDGFmkHkpNLD9h, 0.834, 0.73, 0.9964504309096032, 0.222, 0.00513, 0, 0.124, 0.446
6Jujf4b2wQiNNtI6tfcSl4, 0.575, 0.592, 0.9948157519191214, 0.0447, 0.672, 0.0231, 0.129, 0.437
6C7RVi8iQo8PkGkRejQeQI, 0.518, 0.58, 0.9930933784983035, 0.201, 0.488, 0.00245, 0.12, 0.519
5k7VKj1Xwy5DjO4B0PdAOb, 0.537, 0.342, 0.9922911114832765, 0.0338, 0.833, 0.6, 0.0856, 0.156
46oHvXwpEZOFX518we1nJD, 0.703, 0.845, 0.9956714577276343, 0.337, 0.169, 0, 0.122, 0.745
4hg11O6fhkMjp219b9c1O1, 0.857, 0.449, 0.9891382226676027, 0.105, 0.148, 0.0259, 0.0899, 0.213
5Wff06rFAvvbbdvinHyMBI, 0.762, 0.394, 0.9918923758703426, 0.0768, 0.108, 0.158, 0.21, 0.0592
3tZs3nVjySLbL320lP4mvs, 0.415, 0.313, 0.9901261552343567, 0.0561, 0.255, 1.4e-05, 0.117, 0.0875
62LJFaYihsdVrrkgUOJC05, 0.898, 0.271, 0.9906105299394157, 0.091, 0.0135, 0.00138, 0.0461, 0.742
4Hh6Q9GhhE8DeON2iUtYMT, 0.656, 0.683, 0.9931632599974775, 0.0271, 0.225, 0.00181, 0.336, 0.963
2XzTfbvUZlZELFEDsUdOXk, 0.518, 0.623, 0.9950438944605424, 0.0345, 0.789, 5.56e-05, 0.121, 0.511
3stWWPN41byqp8loPdy92u, 0.492, 0.344, 0.9885408043609388, 0.0259, 0.674, 0.531, 0.0933, 0.247
3Zau3JcrZcBfw8aVjKGkSX, 0.619, 0.532, 0.9924493725255235, 0.515, 0.715, 1.33e-05, 0.0953, 0.401
4drDRt1eZner26CIXLGDVx, 0.732, 0.496, 0.9897760626257497, 0.048, 0.0655, 0.448, 0.117, 0.817
1OvjBPpIj3vaWLGAwIYKMw, 0.639, 0.224, 0.9886024645072689, 0.0529, 0.885, 0.582, 0.115, 0.128
2mDeWOqdFJLV2zsrTCPG0T, 0.769, 0.546, 0.9933290572798315, 0.0387, 0.645, 0.000231, 0.0948, 0.603
2h3jBh2kDDRSDbwzJqelFx, 0.708, 0.667, 0.9949842896524232, 0.0356, 0.16, 0.000683, 0.183, 0.616
2ZVRyUFQTI5K99wpJElGrD, 0.629, 0.676, 0.9941388605349654, 0.191, 0.53, 0.000325, 0.701, 0.497
5y0yvFr9dAsT1ycNUYSRPl, 0.438, 0.528, 0.9925651565780765, 0.0424, 0.641, 4.46e-05, 0.582, 0.571
4wCmqSrbyCgxEXROQE6vtV, 0.864, 0.495, 0.9941744863972894, 0.037, 0.591, 0.000133, 0.0992, 0.72
2oTIWCSde6YtYK4rvvIFi2, 0.744, 0.475, 0.9925213093629085, 0.0283, 0.342, 0.00345, 0.107, 0.22
1ikbkFrVs9HDd22MxOcPP3, 0.678, 0.615, 0.9938291895778414, 0.0858, 0.161, 3.84e-06, 0.22, 0.446
2mpWX5Hs9wriestTItRCSA, 0.573, 0.499, 0.9935743276396775, 0.0258, 0.109, 0.854, 0.15, 0.519
7ttVZD2510CE1pXJPJp0OQ, 0.594, 0.454, 0.9929954073769125, 0.0473, 0.0392, 0.000954, 0.32, 0.28
0Ph6AkM04RCD60P4OFJsXr, 0.658, 0.31, 0.9886689204427578, 0.0385, 0.883, 0.196, 0.115, 0.371
04mAOoQNsXmDJlyupJwmkO, 0.531, 0.289, 0.9920992799169165, 0.0286, 0.339, 0.000376, 0.134, 0.119
119c93MHjrDLJTApCVGpvx, 0.479, 0.549, 0.9917663151267345, 0.373, 0.57, 0.0235, 0.127, 0.576
0w2piYWj1F2bzUftzGJgK9, 0.587, 0.611, 0.9939196244591254, 0.106, 0.114, 9.83e-05, 0.0765, 0.464
0Cqx3RxHE6Jw5Tff3sc1In, 0.575, 0.63, 0.9949013910112463, 0.0685, 0.825, 0.0466, 0.0962, 0.264
3FnqfbrNKN52nyB8ha7AN7, 0.795, 0.187, 0.9882605932515057, 0.064, 0.238, 0.538, 0.0994, 0.745
1Vts9rMbEkvQI8bJBvaP2N, 0.42, 0.137, 0.9873014354197059, 0.0315, 0.975, 0.523, 0.111, 0.17
2QpGZOhTCHHiKmpSO9FW4h, 0.529, 0.9, 0.9965949896971101, 0.418, 0.000248, 1.21e-05, 0.0426, 0.434
3x9BHDNsyg50xSEzmLMyUd, 0.661, 0.416, 0.9919129292524526, 0.0324, 0.771, 6.25e-06, 0.129, 0.66
77RNVzAVwqWiZrZuWqMV2i, 0.534, 0.641, 0.9927110855910575, 0.0276, 0.523, 0.0428, 0.0904, 0.505
2NBQmPrOEEjA8VbeWOQGxO, 0.888, 0.632, 0.9963421830971572, 0.219, 0.19, 0, 0.101, 0.662
1CsLmXktvD3Cj04dPCtJNI, 0.696, 0.635, 0.9949842896524232, 0.0706, 0.0854, 1.15e-05, 0.107, 0.397
5GUYJTQap5F3RDQiCOJhrS, 0.572, 0.209, 0.9918608606844405, 0.0313, 0.765, 0, 0.356, 0.446
2JBodzrMr2xVMNltzphAt9, 0.377, 0.182, 0.9898377227720797, 0.0288, 0.856, 0.000151, 0.389, 0.388
2LdbF40p7euLqEsaxpt70i, 0.846, 0.546, 0.9951418655819334, 0.107, 0.0242, 1.78e-06, 0.106, 0.599
6FTBZdL2sXXUSBXMwrQTut, 0.726, 0.33, 0.9921883445727264, 0.214, 0.607, 0.125, 0.724, 0.376
3ogLRGMQpt0VcsOrgItCSb, 0.272, 0.358, 0.9880550594304058, 0.0754, 0.522, 0.000205, 0.106, 0.364
4ROD1HZkO637qa3bSGOSku, 0.61, 0.439, 0.9937140906380255, 0.0339, 0.983, 0.00385, 0.437, 0.47
0dG69tIjOO6DSltDSINNOJ, 0.467, 0.0585, 0.98557632154794, 0.0323, 0.907, 0, 0.0703, 0.397
1VEJWBbeBbOX6N0UwXlM3x, 0.75, 0.652, 0.9936531156044324, 0.228, 0.081, 0.00949, 0.236, 0.327
0P5bg4JX1fUplClPC0nkUS, 0.596, 0.362, 0.9908564854119987, 0.0535, 0.735, 0.00216, 0.654, 0.175
14y5Ue6VsYiJS4vhNJ2bKu, 0.574, 0.762, 0.9949150932659864, 0.35, 0.0844, 0, 0.129, 0.763
70kdJnm1X6eEM8DbWa8Mnc, 0.824, 0.396, 0.9923746952371905, 0.332, 0.0323, 0.00286, 0.108, 0.253
08o9yCplgxLM11ymhvkbl8, 0.314, 0.734, 0.9945423919370583, 0.0728, 0.283, 0.000495, 0.151, 0.168
2ctvdKmETyOzPb2GiJJT53, 0.431, 0.373, 0.9886209625511678, 0.0346, 0.389, 0.728, 0.143, 0.253
1KUqtt1AjO2AyIIHRf3Hjz, 0.479, 0.202, 0.9933790705096325, 0.039, 0.979, 0.000615, 0.131, 0.0666
3CA9pLiwRIGtUBiMjbZmRw, 0.585, 0.909, 0.9945595197554834, 0.0707, 0.0891, 9.7e-05, 0.119, 0.758
4bEEnNjno6EL9S4MkiYBSz, 0.443, 0.255, 0.9902789353747078, 0.108, 0.556, 0, 0.13, 0.288
3afeZ81GDy59tATovKyH6Z, 0.578, 0.438, 0.9911277900558505, 0.0696, 0.737, 0.00877, 0.097, 0.79
3sJ9oS7ldQXPQ4alWDWZ7F, 0.586, 0.22, 0.985117981126887, 0.0367, 0.905, 0.000109, 0.0868, 0.595
5Ci8dd2fzlYU8VJ1gBhqtR, 0.633, 0.725, 0.9948575437960784, 0.583, 0.415, 6.41e-05, 0.159, 0.501
6OtoPF68bGySlRWxJtgwQF, 0.39, 0.448, 0.9922506898317935, 0.086, 0.353, 8.17e-06, 0.134, 0.355
71oM9w2BbJxzTpxzWIE0lw, 0.813, 0.837, 0.9946403630584493, 0.298, 0.166, 0, 0.0835, 0.744
3WaDoMDQRqDdgtCDLxanpN, 0.821, 0.671, 0.9949575702556804, 0.18, 0.00843, 8.5e-05, 0.0972, 0.494
4kfeRwpq5KUaqTkgi4TbDF, 0.691, 0.632, 0.9937894530390954, 0.0513, 0.122, 0, 0.0646, 0.488
5ZkBhqg0uYL1SMVo6EMoC6, 0.476, 0.742, 0.9943683733018603, 0.474, 0.111, 9.68e-05, 0.153, 0.56
4HCA1iiTZvcDFSHZPmolQ9, 0.553, 0.487, 0.9940655534721063, 0.0268, 0.143, 0, 0.114, 0.911
2O99aywAVBhaPrsiJ6zbSS, 0.547, 0.695, 0.9955906144246683, 0.0337, 0.108, 0.00301, 0.14, 0.641
5cu6ba1WFNWj7uAPV23m2m, 0.558, 0.382, 0.9912552210249326, 0.374, 0.0029, 0, 0.539, 0.637
3OYSWIgKXiwjutuQ4NEk1b, 0.714, 0.567, 0.9916381990449157, 0.0325, 0.0496, 0.000115, 0.0586, 0.954
5rlN7kWG5R7de0emQYkXaS, 0.676, 0.672, 0.9958728808723123, 0.07, 0.287, 3.67e-05, 0.103, 0.322
64MqVZaPCTGNyCrvax57iC, 0.49, 0.951, 0.9956618661493163, 0.22, 0.0284, 0, 0.36, 0.581
6wqt7M2wbw2XWAtCqqAfmA, 0.412, 0.816, 0.997633620606402, 0.104, 0.091, 0, 0.0844, 0.748
0fDf7lTJ6A6uzGWUEJHcCq, 0.702, 0.774, 0.9957872417801874, 0.208, 0.00925, 0, 0.379, 0.624
27u3KzXKq5iAwC3X8rl8i1, 0.851, 0.393, 0.9919101888015046, 0.0499, 0.179, 0.0785, 0.329, 0.816
52BJrldggFQyTiW8XrILhO, 0.919, 0.609, 0.9955289542783383, 0.262, 0.0096, 0, 0.124, 0.418
78TzliRJJhCgsZ0ARUm8vI, 0.444, 0.418, 0.9905385931020306, 0.0296, 0.845, 0.00106, 0.0747, 0.225
2U1gVuG77frUaLcSRj7HLP, 0.398, 0.452, 0.9892272873234127, 0.0327, 0.794, 0.529, 0.204, 0.751
3UyV8MvjQkeh6DqLmuaUAo, 0.546, 0.624, 0.9931125616549396, 0.222, 0.665, 0, 0.135, 0.442
0Pu71wxadDlB8fJXfjIjeJ, 0.939, 0.675, 0.9940402043008375, 0.211, 0.0915, 0, 0.0565, 0.795
1936vFNafyF15O6dqbpBYJ, 0.212, 0.568, 0.9938798879203794, 0.0335, 0.446, 0, 0.0879, 0.337
14VMuTNEigQwiIObydrd9S, 0.536, 0.456, 0.9942875299988945, 0.25, 0.655, 8.1e-05, 0.648, 0.361
3Jm2q6KS99Pm2uOH6anRJq, 0.393, 0.921, 0.9954330384951584, 0.433, 0.186, 0, 0.158, 0.685
1xYk9EZpuwvuAvuLF4k9x3, 0.589, 0.418, 0.9938867390477495, 0.0345, 0.278, 0.000361, 0.192, 0.277
5jHilrZDaP1vJMZfdN1He3, 0.759, 0.782, 0.9942162782742463, 0.0741, 0.000589, 0, 0.35, 0.507
0IedgQjjJ8Ad4B3UDQ5Lyn, 0.807, 0.51, 0.9923294777965486, 0.0433, 0.041, 0.115, 0.104, 0.961
0q788echtkCMpQoQes4P6b, 0.612, 0.858, 0.9953234204572384, 0.364, 0.442, 0, 0.205, 0.869
34vfgWxlPpSXghcRusmFrZ, 0.587, 0.474, 0.9950788352101294, 0.0331, 0.133, 0.619, 0.0816, 0.372
1au4OV9YwQE9rjXRY2rpqY, 0.385, 0.931, 0.9963017614456743, 0.225, 0.00415, 0, 0.361, 0.455
72794Eag03xdy7TO0KNuid, 0.35, 0.12, 0.9913874477831736, 0.0393, 0.982, 0.000289, 0.103, 0.121
2GTvMc0CnmT48LPTG4zhxh, 0.572, 0.659, 0.9921753274307235, 0.0304, 0.519, 0.431, 0.0721, 0.69
4miWetnGMqLd7yUDDfygWT, 0.464, 0.576, 0.9930673442142975, 0.0381, 0.284, 0, 0.0376, 0.804
7wIUUd3gcvZVXKhF6QVcFS, 0.379, 0.376, 0.9916409394958636, 0.0286, 0.762, 3.54e-06, 0.169, 0.546
0MiHqe2u6dfX7cvdl4s63E, 0.315, 0.225, 0.9919232059435076, 0.0382, 0.914, 0.000513, 0.126, 0.0884
4is2lDOSQPmYzvxY33dX40, 0.339, 0.286, 0.9905988830228867, 0.0297, 0.87, 1.58e-05, 0.0948, 0.243
2vhwfg6YqfWJNNsx7m9oWX, 0.917, 0.84, 0.9960297716890854, 0.203, 0.107, 0, 0.0803, 0.842
5dw9ZHBoteZ6BnNeMFiubV, 0.727, 0.479, 0.9910400956255145, 0.143, 0.548, 0.305, 0.193, 0.405
2BuBXn15gj4MNYZydyWgrk, 0.874, 0.485, 0.9969217884726592, 0.171, 0.0487, 0, 0.299, 0.322
3Wk4qCyx4m5aoafRxftp43, 0.872, 0.878, 0.9959043960582142, 0.249, 0.0499, 0, 0.0705, 0.902
1baagmboW3o1VPGJeFuNXl, 0.521, 0.797, 0.9956241849487814, 0.0512, 0.0943, 0, 0.36, 0.533
7LQFY6GJK7stOTtxXTGI01, 0.589, 0.505, 0.9932728780353974, 0.0551, 0.367, 8.3e-05, 0.0839, 0.434
1af1Wcy1iraCutKlUurXt3, 0.475, 0.831, 0.9932653417952904, 0.0335, 0.136, 0.917, 0.0947, 0.965
7j8vHxTp34MEoSDLG51sWo, 0.512, 0.881, 0.9954994944306472, 0.417, 0.0384, 0, 0.269, 0.446
3JnuGitHblAKCT9uAVGSEJ, 0.43, 0.716, 0.9940847366287423, 0.494, 0.469, 1.76e-06, 0.22, 0.174
7JdarpX08FLhmfNZpxqgUO, 0.708, 0.729, 0.9937757507843553, 0.0311, 0.0675, 0, 0.165, 0.562
2XUbsBvoMhzGNVq7ZXO1bA, 0.742, 0.466, 0.9916176456628056, 0.459, 0.0179, 3.4e-06, 0.0875, 0.24
3pROf3AwBDvr2LaGfpZFnT, 0.716, 0.74, 0.9959550944007524, 0.262, 0.0625, 0, 0.156, 0.597
70F6YGpdAP8rDpRBEHdneD, 0.569, 0.106, 0.9827653039880291, 0.0411, 0.986, 0.962, 0.103, 0.474
1EOq8IiTb5QNDG1hoJsuAx, 0.514, 0.596, 0.9949712725104203, 0.426, 0.305, 6.61e-06, 0.232, 0.359
7duNba6BgsNprsqfhlgsH5, 0.763, 0.478, 0.9936846307903345, 0.0289, 0.115, 0.0162, 0.0751, 0.303
3K6U7TamNyVSWcFH8pCQHX, 0.724, 0.45, 0.9950466349114904, 0.0497, 0.0315, 1.42e-05, 0.111, 0.464
4xEUmLU22V0c7h6tk03cM3, 0.491, 0.294, 0.9899308981043118, 0.0297, 0.647, 7.79e-06, 0.0992, 0.199
74X1epeRufHckhuX1KFD04, 0.339, 0.143, 0.9916094243099616, 0.0317, 0.921, 0.000636, 0.372, 0.0948
22WV03i2lBbwNVCE1g671p, 0.756, 0.867, 0.9965107208304592, 0.162, 0.155, 0.00285, 0.33, 0.666
6mPsXbce09tlhJSrBtLVcx, 0.404, 0.24, 0.9929262109904755, 0.0338, 0.686, 0, 0.1, 0.195
4C3yGrzHaAnLHq1HngQgrs, 0.564, 0.192, 0.9895266815894818, 0.0429, 0.934, 0.275, 0.0903, 0.326
5OUTFH5acycdnf8OVo21Gv, 0.405, 0.505, 0.9936853159030714, 0.0458, 0.592, 0, 0.121, 0.318
0b6l1obmzq1YrqiKBVLtIo, 0.681, 0.568, 0.9947033934302533, 0.136, 0.439, 0.000173, 0.446, 0.301
6e6VlzrbLQtXpfcwS77sTn, 0.809, 0.857, 0.9945677411083274, 0.311, 0.275, 0, 0.0795, 0.706
2J4obtL5oOmstcOfq5UW3C, 0.417, 0.73, 0.9943539859343834, 0.0363, 0.000563, 3.31e-06, 0.0766, 0.43
75YUnz58ajMo2VIIuUFvOV, 0.241, 0.295, 0.9931228383459946, 0.0319, 0.224, 0.0328, 0.11, 0.0398
3ITHWKL9AmbFqtVnDnaXZh, 0.378, 0.691, 0.9940189658059904, 0.224, 0.0917, 2.03e-05, 0.0557, 0.508
3KW8mUFhR2DCwWVemCpmiP, 0.791, 0.345, 0.9908969070634815, 0.0312, 0.728, 0.115, 0.115, 0.343
0TzCWkvFAUbwI9b5SM7ovz, 0.16, 0.13, 0.984251998627319, 0.0394, 0.92, 0.0389, 0.109, 0.0517
0XHI7qFNeVsVZ9dQE48W64, 0.828, 0.292, 0.9884873655674528, 0.0516, 0.0191, 9.23e-06, 0.13, 0.704
5X8cz4Ld3H9WzBs7MFepz0, 0.503, 0.61, 0.9922986477233835, 0.13, 0.791, 0.0491, 0.0989, 0.0721
19a3JfW8BQwqHWUMbcqSx8, 0.465, 0.735, 0.9964497457968663, 0.117, 0.0711, 0, 0.0975, 0.409
2G4QbHikLxb4z4WHv5pykg, 0.717, 0.316, 0.9899411747953666, 0.0591, 0.352, 0.00174, 0.198, 0.307
26sMc53X5ptxM2xgGBROzG, 0.443, 0.303, 0.9907098712862806, 0.0321, 0.332, 5.89e-05, 0.104, 0.509
6uJONCdr2rC65BNmCnTBWK, 0.859, 0.6, 0.9958228676425113, 0.301, 0.071, 0, 0.353, 0.568
7jFbOudqQuRltEVWMguYWc, 0.786, 0.183, 0.9922136937439955, 0.2, 0.913, 0.000122, 0.147, 0.691
34LohAliZ2QKydqVJcFpwV, 0.553, 0.685, 0.9917163018969335, 0.0266, 0.145, 0.859, 0.138, 0.491
3ApIYu95WxjzpQCnsLBbrv, 0.719, 0.377, 0.9903727958196765, 0.0974, 0.661, 0, 0.0902, 0.575
2LNMhZ3YijTO7USmqjgJfG, 0.794, 0.448, 0.9957262667465943, 0.0539, 0.591, 0, 0.109, 0.588
4F4zcWoKaZ7iFsdAbSJ84K, 0.622, 0.358, 0.9913134556075776, 0.0273, 0.313, 0.00169, 0.128, 0.174
4lET8zL9moR6c1LRV7XMja, 0.76, 0.617, 0.9927919288940235, 0.115, 0.119, 0.337, 0.114, 0.471
3B0SrUf3hRsHDOIFbMUWzc, 0.342, 0.368, 0.9920581731526965, 0.0307, 0.715, 2.74e-05, 0.93, 0.0865
4J11erJRIu4n2NeDP04SUC, 0.637, 0.284, 0.9873720020316169, 0.0332, 0.81, 0.406, 0.0998, 0.206
1zS4PMsHfkSXPkzrEkCkC6, 0.753, 0.539, 0.9934934843367114, 0.425, 0.0515, 1.19e-05, 0.0841, 0.78
07FOCFJhMmCVQDyWX1d3gR, 0.715, 0.649, 0.9912572763631436, 0.109, 0.036, 0.0199, 0.0795, 0.478
7pegxVesMmE2qK0o58xoFG, 0.546, 0.468, 0.9933996238917425, 0.0287, 0.153, 0.00257, 0.321, 0.416
7ge4qBkps7zEHSA8da5mdc, 0.613, 0.488, 0.9939442885176574, 0.0959, 0.129, 2.13e-05, 0.335, 0.183
536zIl4q3azS8pkPZSl1dZ, 0.718, 0.583, 0.9924610194420525, 0.156, 0.491, 0.134, 0.316, 0.581
50S4mpD9sR0ITKEfC0O2cb, 0.628, 0.844, 0.9970594961327962, 0.0744, 0.0132, 0, 0.108, 0.367
3mEevmNwSQG7ZZ3yuoGiIw, 0.686, 0.763, 0.9945280045695813, 0.76, 0.181, 0, 0.309, 0.575
1uC8CoidgacQzx9f01n73h, 0.721, 0.418, 0.9912428889956667, 0.0343, 0.305, 1.4e-06, 0.277, 0.651
5OcQafRzIBDYpLzAY3qlN9, 0.804, 0.376, 0.9882441505458177, 0.289, 0.753, 0.247, 0.112, 0.305
072CGto666IqsQqmjW0n9J, 0.322, 0.123, 0.985992184979299, 0.0323, 0.891, 0.0245, 0.0901, 0.19
7qJbIkYXr3MxW8HKT0MfHT, 0.377, 0.903, 0.9945944605050704, 0.0739, 0.00764, 9.74e-05, 0.109, 0.353
1T9Ux4B1Jlb2jcsboQqIBK, 0.694, 0.513, 0.9958310889953553, 0.0827, 0.486, 0.888, 0.378, 0.88
0IEGGuRHP8ylbCXausRF9p, 0.439, 0.795, 0.9958132760641933, 0.0384, 0.306, 0, 0.179, 0.428
5uDASfU19gDxSjW8cnCaBp, 0.886, 0.427, 0.9921246290881856, 0.145, 0.0312, 0.00099, 0.0906, 0.23
